ISIN코드,기업명,배당기준일,1주당배당금,종가,매수주식수,총배당금,투자금대비배당률(%)
KR7260660006,알리코제약,2020-12-31,100.0,13850.0,722,72200.0,0.722
KR7018310003,삼목에스폼,2021-12-31,100.0,13850.0,722,72200.0,0.722
KR7180060006,탑선,2021-12-31,100.0,13850.0,722,72200.0,0.722
KR7000230003,일동홀딩스,2020-12-31,100.0,13850.0,722,72200.0,0.722
KR7048910004,대원미디어,2022-12-31,100.0,13850.0,722,72200.0,0.722
KR7238490007,힘스,2023-12-31,50.0,6930.0,1443,72150.0,0.7215
KR7018880005,한온시스템,2023-09-30,68.0,9420.0,1061,72148.0,0.72148
KR7396690000,미래에셋글로벌위탁관리부동산투자회사,2022-03-31,41.967,5820.0,1718,72099.306,0.72099306
KR7002140002,고려산업,2022-12-31,25.0,3470.0,2881,72025.0,0.72025
KR7005490008,포스코홀딩스,2022-12-31,2000.0,276500.0,36,72000.0,0.72
KR7348210006,넥스틴,2023-12-31,500.0,69400.0,144,72000.0,0.72
KR7001530005,디아이동일,2021-12-31,2000.0,277000.0,36,72000.0,0.72
KR7271560005,오리온,2021-12-31,750.0,103500.0,96,72000.0,0.72
KR7025000001,KPX케미칼,2021-06-30,500.0,69200.0,144,72000.0,0.72
KR7012610002,경인양행,2021-12-31,50.0,6940.0,1440,72000.0,0.72
KR7025540006,한국단자공업,2020-12-31,450.0,62200.0,160,72000.0,0.72
KR7005380001,현대자동차,2023-06-30,1500.0,204500.0,48,72000.0,0.72
KR7290270008,휴네시온,2020-12-31,40.0,5570.0,1795,71800.0,0.718
KR7006050009,국영지앤엠,2023-12-31,10.0,1393.0,7178,71780.0,0.7178
KR7175330000,JB금융지주,2024-06-30,105.0,14640.0,683,71715.0,0.71715
KR7049830003,승일,2022-12-31,85.0,11850.0,843,71655.0,0.71655
KR7056360001,코위버,2022-12-31,50.0,6980.0,1432,71600.0,0.716
KR7281820001,케이씨텍,2020-12-31,220.0,30750.0,325,71500.0,0.715
KR7002900009,티와이엠,2023-07-20,50.0,6990.0,1430,71500.0,0.715
HK0000449303,윙입푸드홀딩스,2020-12-31,10.217,1430.0,6993,71447.481,0.71447481
KR7023460009,씨앤에이치,2022-12-31,20.0,2800.0,3571,71420.0,0.7142
KR7106190002,하이텍팜,2024-12-31,100.0,14000.0,714,71400.0,0.714
KR7002140002,고려산업,2020-12-31,35.0,4900.0,2040,71400.0,0.714
KR7036830008,솔브레인홀딩스,2022-12-31,170.0,23800.0,420,71400.0,0.714
KR7018880005,한온시스템,2020-12-31,116.0,16250.0,615,71340.0,0.7133999999999999
KR7458650009,성우,2025-08-01,100.0,14010.0,713,71300.0,0.713
KR7042420000,네오위즈홀딩스,2021-12-31,692.0,96300.0,103,71276.0,0.7127600000000001
KR7246690002,티에스인베스트먼트,2023-12-31,10.0,1403.0,7127,71270.0,0.7127
KR7003830007,대한화섬,2024-12-31,750.0,104700.0,95,71250.0,0.7125
KR7007570005,일양약품,2021-12-31,200.0,28050.0,356,71200.0,0.712
KR7175330000,JB금융지주,2025-08-08,160.0,22500.0,444,71040.0,0.7104
KR7112610001,씨에스윈드,2023-12-31,500.0,70200.0,142,71000.0,0.7100000000000001
KR7200670008,휴메딕스,2023-06-30,250.0,35200.0,284,71000.0,0.7100000000000001
KR7012610002,경인양행,2020-12-31,50.0,7040.0,1420,71000.0,0.7100000000000001
KR7002700003,신일전자,2024-12-31,10.0,1410.0,7092,70920.0,0.7092
KR7348210006,넥스틴,2025-12-31,510.0,71900.0,139,70890.0,0.7089
KR7285490009,노바텍,2020-12-31,300.0,42200.0,236,70800.0,0.7080000000000001
KR7240810002,원익아이피에스,2021-12-31,300.0,42300.0,236,70800.0,0.7080000000000001
KR7065370009,위세아이텍,2021-12-31,150.0,21200.0,471,70650.0,0.7065
KR7083500009,에프엔에스테크,2023-12-31,80.0,11330.0,882,70560.0,0.7056
KR7003830007,대한화섬,2023-12-31,750.0,105700.0,94,70500.0,0.705
KR7097950000,씨제이제일제당,2025-11-30,1500.0,209500.0,47,70500.0,0.705
KR7013700000,까뮤이앤씨,2022-12-31,15.0,2130.0,4694,70410.0,0.7041000000000001
KR7241560002,두산밥캣,2025-08-09,400.0,56800.0,176,70400.0,0.7040000000000001
KR7158430009,아톤,2023-12-31,30.0,4265.0,2344,70320.0,0.7032
KR7007820004,에스엠코어,2021-12-31,50.0,7110.0,1406,70300.0,0.703
KR7102460003,이연제약,2021-12-31,250.0,35550.0,281,70250.0,0.7025
KR7168490001,한국투자패러랠유전해외자원개발특별자산투자회사1호지분증권,2021-12-31,15.0,2135.0,4683,70245.0,0.70245
KR7267250009,에이치디현대,2025-06-30,900.0,126800.0,78,70200.0,0.7020000000000001
KR7357780006,솔브레인,2020-12-31,1950.0,272300.0,36,70200.0,0.7020000000000001
KR7002690006,동일제강,2021-12-31,20.0,2850.0,3508,70160.0,0.7016
KR7052260007,현대바이오랜드,2023-12-31,70.0,9980.0,1002,70140.0,0.7014
KR7183300003,코미코,2020-12-31,350.0,49950.0,200,70000.0,0.7000000000000001
KR7051910008,LG화학,2023-12-31,3500.0,499000.0,20,70000.0,0.7000000000000001
KR7142210004,유니트론텍,2020-12-31,50.0,7140.0,1400,70000.0,0.7000000000000001
KR7053050001,지에스이,2025-06-30,20.0,2860.0,3496,69920.0,0.6992
KR7416180008,신성에스티,2024-12-31,200.0,28600.0,349,69800.0,0.698
KR7278650007,에이치엘비바이오스텝,2021-12-31,200.0,28650.0,349,69800.0,0.698
KR7277070009,린드먼아시아인베스트먼트,2022-12-31,28.0,4015.0,2490,69720.0,0.6972
KR7211270004,에이피위성,2022-12-31,70.0,10050.0,995,69650.0,0.6965
KR7246690002,티에스인베스트먼트,2020-12-31,25.0,3590.0,2785,69625.0,0.69625
KR7091120006,이엠텍,2022-12-31,150.0,21550.0,464,69600.0,0.696
KR7000100008,유한양행,2022-12-31,400.0,57200.0,174,69600.0,0.696
KR7093320000,케이아이엔엑스,2020-12-31,500.0,71800.0,139,69500.0,0.695
KR7267790004,배럴,2024-03-11,50.0,7190.0,1390,69500.0,0.695
KR7006730006,서부티엔디,2023-12-31,50.0,7200.0,1388,69400.0,0.694
KR7036010007,아비코전자,2022-12-31,70.0,10100.0,990,69300.0,0.6930000000000001
KR7178320008,서진시스템,2021-12-31,300.0,43200.0,231,69300.0,0.6930000000000001
KR7079370003,제우스,2020-12-31,200.0,28900.0,346,69200.0,0.692
KR7059210005,메타바이오메드,2021-12-31,20.0,2890.0,3460,69200.0,0.692
KR7311320006,지오엘리먼트,2024-12-31,50.0,7230.0,1383,69150.0,0.6915
KR7102460003,이연제약,2022-12-31,150.0,21650.0,461,69150.0,0.6915
KR7095500005,미래나노텍,2025-12-31,70.0,10130.0,987,69090.0,0.6909000000000001
KR7268280005,미원스페셜티케미칼,2025-06-30,1000.0,144200.0,69,69000.0,0.69
KR7003160009,디아이,2024-12-31,100.0,14480.0,690,69000.0,0.69
KR7001460005,BYC,2023-12-31,3000.0,426500.0,23,69000.0,0.69
KR7329180004,에이치디현대중공업,2025-02-28,2090.0,296500.0,33,68970.0,0.6897
KR7079940003,가비아,2022-12-31,70.0,10150.0,985,68950.0,0.6895
KR7054450002,텔레칩스,2021-12-31,120.0,17400.0,574,68880.0,0.6888
KR7214320004,이노션,2021-06-30,450.0,65100.0,153,68850.0,0.6885
KR7067900001,와이엔텍,2023-12-31,50.0,7260.0,1377,68850.0,0.6885
KR7105560007,KB금융지주,2025-11-14,930.0,133500.0,74,68820.0,0.6882
KR7084370006,유진테크,2020-12-31,230.0,33350.0,299,68770.0,0.6877
KR7253590004,네오셈,2024-12-31,60.0,8740.0,1144,68640.0,0.6864
KR7006660005,삼성공조,2023-12-31,60.0,8740.0,1144,68640.0,0.6864
KR7094360005,칩스앤미디어,2021-12-31,163.0,23700.0,421,68623.0,0.68623
KR7000990002,DB 하이텍,2020-12-31,350.0,51000.0,196,68600.0,0.6859999999999999
KR7005930003,삼성전자,2022-09-30,361.0,52600.0,190,68590.0,0.6859
KR7008730004,율촌화학,2022-12-31,250.0,36450.0,274,68500.0,0.685
KR7149950008,아바텍,2023-12-31,100.0,14580.0,685,68500.0,0.685
KR7136480001,하림,2023-12-31,30.0,4380.0,2283,68490.0,0.6849
KR7008830002,대동기어,2021-12-31,40.0,5840.0,1712,68480.0,0.6848
KR7033130006,디지틀조선일보,2022-12-31,20.0,2920.0,3424,68480.0,0.6848
KR7036480002,대성미생물연구소,2023-12-31,75.0,10950.0,913,68475.0,0.6847500000000001
KR7049070006,인탑스,2023-12-31,185.0,27000.0,370,68450.0,0.6845
KR7001810001,무림에스피,2025-03-10,10.0,1461.0,6844,68440.0,0.6844
KR7003850005,보령,2021-12-31,100.0,14600.0,684,68400.0,0.6839999999999999
KR7099430001,바이오플러스,2024-12-31,50.0,7310.0,1367,68350.0,0.6835
KR7030960009,양지사,2022-06-30,50.0,7320.0,1366,68300.0,0.683
KR7357780006,솔브레인,2021-12-31,1950.0,278500.0,35,68250.0,0.6825
KR7004590006,한국가구,2025-09-30,35.0,5130.0,1949,68215.0,0.68215
KR7175330000,JB금융지주,2025-11-12,160.0,23450.0,426,68160.0,0.6816
KR7045300001,성우테크론,2025-12-31,20.0,2935.0,3407,68140.0,0.6814
KR7241560002,두산밥캣,2025-11-14,400.0,58600.0,170,68000.0,0.6799999999999999
KR7100660000,서암기계공업,2021-12-31,35.0,5150.0,1941,67935.0,0.67935
KR7005930003,삼성전자,2024-12-31,363.0,53200.0,187,67881.0,0.67881
KR7050960004,수산아이앤티,2021-12-31,125.0,18400.0,543,67875.0,0.67875
KR7008930000,한미사이언스,2024-12-31,200.0,29450.0,339,67800.0,0.6779999999999999
KR7003780004,진양산업,2022-06-30,50.0,7380.0,1355,67750.0,0.6775
KR7009140005,경인전자,2021-12-31,250.0,36800.0,271,67750.0,0.6775
KR7187870001,디바이스,2023-12-31,100.0,14750.0,677,67700.0,0.677
KR7068330000,일신바이오베이스,2024-12-31,7.0,1035.0,9661,67627.0,0.67627
KR7175330000,JB금융지주,2024-09-30,105.0,15510.0,644,67620.0,0.6762
KR7161890009,한국콜마,2020-12-31,345.0,50900.0,196,67620.0,0.6762
KR7039440003,에스티아이,2023-12-31,200.0,29550.0,338,67600.0,0.676
KR7081150005,티플랙스,2021-12-31,30.0,4440.0,2252,67560.0,0.6756
KR7010130003,고려아연,2024-12-31,7500.0,1006000.0,9,67500.0,0.675
KR7131290009,티에스이,2021-12-31,500.0,73700.0,135,67500.0,0.675
KR7034730002,SK,2022-06-30,1500.0,218000.0,45,67500.0,0.675
KR7005490008,포스코홀딩스,2024-06-30,2500.0,363000.0,27,67500.0,0.675
KR7000230003,일동홀딩스,2021-12-31,100.0,14800.0,675,67500.0,0.675
KR7099750002,이지케어텍,2020-03-31,86.0,12750.0,784,67424.0,0.67424
KR7298540006,더네이쳐홀딩스,2021-12-31,200.0,29600.0,337,67400.0,0.674
KR7054620000,에이피에스,2021-12-31,100.0,14850.0,673,67300.0,0.673
KR7259630002,엠플러스,2020-12-31,100.0,14850.0,673,67300.0,0.673
KR7005930003,삼성전자,2020-06-30,354.0,52400.0,190,67260.0,0.6726
KR7014680003,한솔케미칼,2021-12-31,2100.0,305500.0,32,67200.0,0.672
KR7020400008,대동금속,2022-12-31,60.0,8930.0,1119,67140.0,0.6714
KR7281820001,케이씨텍,2023-12-31,180.0,26800.0,373,67140.0,0.6714
KR7031430002,신세계인터내셔날,2020-12-31,1100.0,161500.0,61,67100.0,0.6709999999999999
KR7003070000,코오롱글로벌,2022-09-30,100.0,14900.0,671,67100.0,0.6709999999999999
KR7094280005,효성ITX,2021-06-30,150.0,22350.0,447,67050.0,0.6705
KR7267270007,에이치디건설기계,2025-02-28,500.0,74600.0,134,67000.0,0.67
KR7018880005,한온시스템,2021-12-31,90.0,13450.0,743,66870.0,0.6687000000000001
KR7009450008,경동나비엔,2020-12-31,350.0,52100.0,191,66850.0,0.6685
KR7023800006,인지컨트롤스,2020-12-31,100.0,14950.0,668,66800.0,0.668
KR7083550004,케이엠,2024-12-31,20.0,2995.0,3338,66760.0,0.6676
KR7033130006,디지틀조선일보,2021-12-31,20.0,3000.0,3333,66660.0,0.6666
KR7108380007,대양전기공업,2021-12-31,100.0,15000.0,666,66600.0,0.666
KR7072020001,중앙백신연구소,2021-12-31,100.0,15000.0,666,66600.0,0.666
KR7016920001,카스,2023-12-31,10.0,1503.0,6653,66530.0,0.6653
KR7047810007,한국항공우주산업,2025-04-01,500.0,75000.0,133,66500.0,0.6649999999999999
KR7004310009,현대약품,2020-11-30,42.5,6390.0,1564,66470.0,0.6647000000000001
KR7017810003,풀무원,2025-04-01,102.0,15350.0,651,66402.0,0.6640199999999999
KR7396470007,워트,2024-12-31,50.0,7530.0,1328,66400.0,0.664
KR7197140007,디지캡,2020-12-31,30.0,4520.0,2212,66360.0,0.6636000000000001
KR7067370007,선바이오,2023-12-31,75.0,11300.0,884,66300.0,0.6629999999999999
KR7086710001,선진뷰티사이언스,2024-12-31,60.0,9050.0,1104,66240.0,0.6624
KR7092870005,엑시콘,2021-12-31,100.0,15100.0,662,66200.0,0.662
KR7049070006,인탑스,2020-12-31,200.0,30150.0,331,66200.0,0.662
KR7006730006,서부티엔디,2020-12-31,50.0,7560.0,1322,66100.0,0.661
KR7000150003,두산,2025-04-03,2000.0,297000.0,33,66000.0,0.66
KR7079430005,현대리바트,2021-12-31,100.0,15150.0,660,66000.0,0.66
KR7002960003,한국쉘석유,2024-06-30,2000.0,300500.0,33,66000.0,0.66
KR7051900009,LG생활건강,2020-12-31,11000.0,1620000.0,6,66000.0,0.66
KR7360070007,탑머티리얼,2023-12-31,400.0,60400.0,165,66000.0,0.66
KR7005380001,현대자동차,2024-06-30,2000.0,295000.0,33,66000.0,0.66
KR7130740004,티피씨,2021-12-31,30.0,4550.0,2197,65910.0,0.6591
KR7126700004,하이비젼시스템,2022-12-31,120.0,18200.0,549,65880.0,0.6588
KR7000640003,동아쏘시오홀딩스,2024-06-30,700.0,105300.0,94,65800.0,0.658
KR7033130006,디지틀조선일보,2020-12-31,20.0,3040.0,3289,65780.0,0.6577999999999999
KR7230360000,에코마케팅,2021-12-31,110.0,16700.0,598,65780.0,0.6577999999999999
KR7317850006,대모엔지니어링,2022-12-31,90.0,13700.0,729,65610.0,0.6561
KR7095500005,미래나노텍,2024-12-31,50.0,7620.0,1312,65600.0,0.656
KR7053050001,지에스이,2021-12-31,20.0,3055.0,3273,65460.0,0.6546
KR7356860007,티엘비,2023-12-31,200.0,30550.0,327,65400.0,0.654
KR7099190001,아이센스,2024-12-31,100.0,15270.0,654,65400.0,0.654
KR7041460007,한국전자인증,2021-12-31,70.0,10700.0,934,65380.0,0.6538
KR7090850009,현대이지웰,2021-12-31,70.0,10700.0,934,65380.0,0.6538
KR7009900002,명신산업,2024-04-01,100.0,15310.0,653,65300.0,0.653
KR7023160005,태광,2020-12-31,50.0,7660.0,1305,65250.0,0.6525000000000001
KR7000100008,유한양행,2023-12-31,450.0,68800.0,145,65250.0,0.6525000000000001
KR7365330000,에스와이스틸텍,2024-12-31,50.0,7660.0,1305,65250.0,0.6525000000000001
KR7012280004,영화금속,2020-12-31,15.0,2300.0,4347,65205.0,0.65205
KR7134790005,시디즈,2021-12-31,400.0,61300.0,163,65200.0,0.652
KR7000660001,에스케이하이닉스,2025-02-28,1304.0,199200.0,50,65200.0,0.652
KR7096530001,씨젠,2021-12-31,400.0,61000.0,163,65200.0,0.652
KR7023600000,삼보판지,2024-09-19,60.0,9220.0,1084,65040.0,0.6504
KR7055550008,신한금융지주회사,2021-09-30,260.0,39850.0,250,65000.0,0.65
KR7087600003,픽셀플러스,2022-12-31,50.0,7690.0,1300,65000.0,0.65
KR7097950000,씨제이제일제당,2022-12-31,2500.0,380500.0,26,65000.0,0.65
KR7006650006,대한유화,2023-12-31,1000.0,153000.0,65,65000.0,0.65
KR7005930003,삼성전자,2022-12-31,361.0,55300.0,180,64980.0,0.6498
KR7166090001,하나머티리얼즈,2021-06-30,300.0,46100.0,216,64800.0,0.6479999999999999
KR7020400008,대동금속,2020-12-31,60.0,9260.0,1079,64740.0,0.6474
KR7321260002,프로이천,2021-12-31,20.0,3090.0,3236,64720.0,0.6472
KR7067080002,대화제약,2020-12-31,100.0,15450.0,647,64700.0,0.647
KR7003070000,코오롱글로벌,2021-09-30,200.0,30950.0,323,64600.0,0.6459999999999999
KR7224810002,엄지하우스,2021-12-31,30.0,4645.0,2152,64560.0,0.6456
KR7090470006,제이스텍,2020-12-31,50.0,7740.0,1291,64550.0,0.6455
KR7042370007,비츠로테크,2023-12-31,50.0,7740.0,1291,64550.0,0.6455
KR7006730006,서부티엔디,2022-12-31,50.0,7740.0,1291,64550.0,0.6455
KR7152550000,한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권),2022-06-05,10.0,1550.0,6451,64510.0,0.6451
KR7097950000,씨제이제일제당,2025-08-31,1500.0,229000.0,43,64500.0,0.645
KR7066570003,LG전자,2025-08-08,500.0,77200.0,129,64500.0,0.645
KR7097950000,씨제이제일제당,2025-05-30,1500.0,230500.0,43,64500.0,0.645
KR7107590002,미원홀딩스,2020-12-31,500.0,77300.0,129,64500.0,0.645
KR7022100002,포스코디엑스,2020-12-31,50.0,7750.0,1290,64500.0,0.645
KR7019990001,에너토크,2021-12-31,70.0,10850.0,921,64470.0,0.6446999999999999
KR7000100008,유한양행,2021-12-31,400.0,62100.0,161,64400.0,0.644
KR7229640008,엘에스에코에너지,2024-12-31,200.0,31000.0,322,64400.0,0.644
KR7006050009,국영지앤엠,2024-12-31,10.0,1553.0,6439,64390.0,0.6439
KR7217500008,러셀,2021-12-31,30.0,4670.0,2141,64230.0,0.6423
KR7106190002,하이텍팜,2022-12-31,70.0,10900.0,917,64190.0,0.6419
KR7052960002,태양3C,2024-04-02,25.0,3895.0,2567,64175.0,0.6417499999999999
KR7036810000,에프에스티,2022-12-31,100.0,15600.0,641,64100.0,0.641
KR7152550000,한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권),2021-09-05,10.0,1560.0,6410,64100.0,0.641
KR7091580001,상신이디피,2021-12-31,100.0,15600.0,641,64100.0,0.641
KR7067080002,대화제약,2023-06-30,50.0,7800.0,1282,64100.0,0.641
KR7058610007,에스피지,2024-12-31,150.0,23400.0,427,64050.0,0.6405
KR7074600008,원익큐엔씨,2022-12-31,150.0,23400.0,427,64050.0,0.6405
KR7108670001,LX하우시스,2022-12-31,200.0,31250.0,320,64000.0,0.64
KR7007160005,사조산업,2020-12-31,200.0,31200.0,320,64000.0,0.64
KR7045660008,에이텍,2020-12-31,200.0,31250.0,320,64000.0,0.64
KR7357780006,솔브레인,2023-12-31,2000.0,304000.0,32,64000.0,0.64
KR7002620003,제일파마홀딩스,2024-12-31,50.0,7820.0,1278,63900.0,0.639
KR7003830007,대한화섬,2022-12-31,750.0,117000.0,85,63750.0,0.6375
KR7032850000,비트컴퓨터,2021-12-31,61.0,9570.0,1044,63684.0,0.63684
KR7162300008,신스틸,2023-12-31,19.0,2985.0,3350,63650.0,0.6365
KR7044960003,이글벳,2021-12-31,50.0,7850.0,1273,63650.0,0.6365
KR7094360005,칩스앤미디어,2024-12-31,100.0,15720.0,636,63600.0,0.636
KR7064290000,인텍플러스,2020-12-31,100.0,15700.0,636,63600.0,0.636
KR7024940009,피엔풍년,2020-12-31,25.0,3935.0,2541,63525.0,0.63525
KR7002310001,아세아제지,2025-09-30,50.0,7890.0,1267,63350.0,0.6335000000000001
KR7007160005,사조산업,2021-12-31,300.0,47350.0,211,63300.0,0.633
KR7114840002,아이패밀리에스씨,2024-12-31,118.0,18690.0,535,63130.0,0.6313
KR7095910006,에스에너지,2020-12-31,50.0,7920.0,1262,63100.0,0.631
KR7215360009,우리산업,2021-12-31,130.0,20600.0,485,63050.0,0.6305
KR7004310009,현대약품,2022-11-30,30.0,4760.0,2100,63000.0,0.63
KR7200780005,비씨월드제약,2021-12-31,100.0,15850.0,630,63000.0,0.63
KR7107590002,미원홀딩스,2022-12-31,700.0,110000.0,90,63000.0,0.63
KR7101170009,우림피티에스,2024-12-31,30.0,4760.0,2100,63000.0,0.63
KR7004080008,신흥,2021-06-30,100.0,15850.0,630,63000.0,0.63
KR7126700004,하이비젼시스템,2021-12-31,150.0,23800.0,420,63000.0,0.63
KR7268280005,미원스페셜티케미칼,2021-12-31,1400.0,218500.0,45,63000.0,0.63
KR7214150005,클래시스,2022-12-31,116.0,18400.0,543,62988.0,0.62988
KR7152550000,한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권),2021-12-05,10.0,1590.0,6289,62890.0,0.6289
KR7002720001,국제약품,2025-03-14,30.0,4770.0,2096,62880.0,0.6288
KR7078070000,유비쿼스홀딩스,2020-12-31,170.0,27100.0,369,62730.0,0.6273
KR7243840006,신흥에스이씨,2020-12-31,300.0,47750.0,209,62700.0,0.627
KR7192820009,코스맥스(신설),2021-12-31,550.0,87400.0,114,62700.0,0.627
KR7011790003,SKC,2021-12-31,1100.0,174500.0,57,62700.0,0.627
KR7071280002,로체시스템즈,2022-12-31,50.0,7970.0,1254,62700.0,0.627
KR7006740005,블루산업개발,2020-12-31,40.0,6380.0,1567,62680.0,0.6268
KR7078140001,대봉엘에스,2022-12-31,50.0,7990.0,1251,62550.0,0.6255000000000001
KR7268280005,미원스페셜티케미칼,2020-06-30,500.0,79700.0,125,62500.0,0.625
KR7024060006,흥구석유,2023-12-31,50.0,8000.0,1250,62500.0,0.625
KR7066570003,LG전자,2025-03-31,500.0,80000.0,125,62500.0,0.625
KR7005490008,포스코홀딩스,2023-06-30,2500.0,387500.0,25,62500.0,0.625
KR7005490008,포스코홀딩스,2024-09-30,2500.0,386500.0,25,62500.0,0.625
KR7100660000,서암기계공업,2020-12-31,35.0,5600.0,1785,62475.0,0.6247499999999999
KR7081000002,일진다이아몬드,2020-12-31,300.0,47900.0,208,62400.0,0.624
KR7048470009,대동스틸,2020-12-31,30.0,4810.0,2079,62370.0,0.6237
KR7020400008,대동금속,2021-12-31,60.0,9620.0,1039,62340.0,0.6234
KR7230360000,에코마케팅,2022-12-31,90.0,14450.0,692,62280.0,0.6228
KR7016790008,현대사료 주식회사,2021-12-31,100.0,16100.0,621,62100.0,0.621
KR7005930003,삼성전자,2022-06-30,361.0,58000.0,172,62092.0,0.62092
KR7122350002,삼기,2021-12-31,30.0,4835.0,2068,62040.0,0.6204000000000001
KR7083550004,케이엠,2023-12-31,30.0,4835.0,2068,62040.0,0.6204000000000001
KR7183300003,코미코,2023-12-31,400.0,64500.0,155,62000.0,0.62
KR7290270008,휴네시온,2021-12-31,40.0,6450.0,1550,62000.0,0.62
KR7007770001,한일화학공업,2022-12-31,100.0,16150.0,619,61900.0,0.619
KR7090430000,아모레퍼시픽,2023-12-31,910.0,145000.0,68,61880.0,0.6188
KR7290740000,액트로,2025-12-31,100.0,16160.0,618,61800.0,0.618
KR7081150005,티플랙스,2023-12-31,20.0,3240.0,3086,61720.0,0.6172000000000001
KR7053350005,이니텍,2023-12-31,20.0,3240.0,3086,61720.0,0.6172000000000001
KR7000990002,DB 하이텍,2021-12-31,450.0,72700.0,137,61650.0,0.6165
KR7017810003,풀무원,2020-12-31,102.0,16550.0,604,61608.0,0.61608
KR7008930000,한미사이언스,2022-12-31,200.0,32450.0,308,61600.0,0.616
KR7064290000,인텍플러스,2021-12-31,200.0,32450.0,308,61600.0,0.616
KR7000640003,동아쏘시오홀딩스,2025-07-31,700.0,113000.0,88,61600.0,0.616
KR7047810007,한국항공우주산업,2021-12-31,200.0,32450.0,308,61600.0,0.616
KR7148250004,알엔투테크놀로지,2023-12-31,30.0,4875.0,2051,61530.0,0.6153
KR7004170007,신세계,2020-12-31,1500.0,239500.0,41,61500.0,0.615
KR7200130003,콜마비앤에이치,2020-12-31,320.0,51900.0,192,61440.0,0.6144000000000001
KR7086450004,동국제약,2020-12-31,180.0,29250.0,341,61380.0,0.6138
KR7109080002,옵티시스,2020-12-31,50.0,8150.0,1226,61300.0,0.613
KR7356860007,티엘비,2021-12-31,250.0,40700.0,245,61250.0,0.6125
KR7066570003,LG전자,2021-12-31,850.0,138000.0,72,61200.0,0.612
KR7009240003,한샘,2022-06-30,400.0,65200.0,153,61200.0,0.612
KR7012510004,더존비즈온,2021-12-31,450.0,73000.0,136,61200.0,0.612
KR7053050001,지에스이,2024-12-31,20.0,3270.0,3058,61160.0,0.6116
KR7214390007,경보제약,2020-12-31,100.0,16350.0,611,61100.0,0.611
KR7192250009,케이사인,2021-12-31,15.0,2455.0,4073,61095.0,0.61095
KR7131970006,두산테스나,2025-03-31,160.0,26200.0,381,60960.0,0.6096
KR7131220006,대한과학,2021-12-31,60.0,9850.0,1015,60900.0,0.609
KR7166090001,하나머티리얼즈,2022-06-30,300.0,49200.0,203,60900.0,0.609
KR7062040001,산일전기,2024-12-31,420.0,68600.0,145,60900.0,0.609
KR7195940002,에이치케이이노엔,2021-12-31,320.0,52500.0,190,60800.0,0.608
KR7060370004,엘에스마린솔루션,2022-12-31,30.0,4940.0,2024,60720.0,0.6072
KR7004560009,현대비앤지스틸,2021-12-31,100.0,16450.0,607,60700.0,0.607
KR7381970003,케이카,2022-03-31,190.0,31300.0,319,60610.0,0.6061000000000001
KR7152550000,한국투자ANKOR유전해외자원개발특별자산투자회사1호(지분증권),2021-03-05,10.0,1650.0,6060,60600.0,0.606
KR7071090005,하이스틸,2022-12-31,20.0,3300.0,3030,60600.0,0.606
KR7016920001,카스,2022-12-31,10.0,1650.0,6060,60600.0,0.606
KR7096530001,씨젠,2025-06-30,200.0,33000.0,303,60600.0,0.606
KR7005930003,삼성전자,2025-03-31,365.0,60200.0,166,60590.0,0.6059
KR7005930003,삼성전자,2020-09-30,354.0,58200.0,171,60534.0,0.60534
KR7010640001,진양폴리우레탄,2021-06-30,25.0,4130.0,2421,60525.0,0.60525
KR7246690002,티에스인베스트먼트,2022-12-31,10.0,1655.0,6042,60420.0,0.6042
KR7058400003,케이엔엔,2020-12-31,15.0,2485.0,4024,60360.0,0.6035999999999999
KR7086520004,에코프로,2020-12-31,300.0,49700.0,201,60300.0,0.603
KR7006110001,삼아알미늄,2022-12-31,250.0,41400.0,241,60250.0,0.6025
KR7333620003,엔시스,2022-12-31,60.0,9960.0,1004,60240.0,0.6023999999999999
KR7068290006,삼성출판사,2021-12-31,200.0,33150.0,301,60200.0,0.602
KR7003100005,선광,2021-12-31,350.0,58100.0,172,60200.0,0.602
KR7005930003,삼성전자,2025-06-30,367.0,60800.0,164,60188.0,0.6018800000000001
KR7256630005,포인트엔지니어링,2021-12-31,20.0,3325.0,3007,60140.0,0.6014
KR7053050001,지에스이,2023-12-31,20.0,3330.0,3003,60060.0,0.6006
KR7114840002,아이패밀리에스씨,2023-12-31,158.0,26300.0,380,60040.0,0.6003999999999999
KR7054450002,텔레칩스,2023-12-31,200.0,33300.0,300,60000.0,0.6
KR7271560005,오리온,2020-12-31,750.0,124000.0,80,60000.0,0.6
KR7307950006,현대오토에버,2020-12-31,750.0,123500.0,80,60000.0,0.6
KR7003830007,대한화섬,2021-12-31,750.0,124000.0,80,60000.0,0.6
KR7093320000,케이아이엔엑스,2023-12-31,600.0,99700.0,100,60000.0,0.6
KR7307280008,원바이오젠,2022-12-31,10.0,1670.0,5988,59880.0,0.5988
KR7025540006,한국단자공업,2023-12-31,450.0,75000.0,133,59850.0,0.5985
KR7100660000,서암기계공업,2022-12-31,35.0,5850.0,1709,59815.0,0.59815
KR7018310003,삼목에스폼,2022-12-31,100.0,16700.0,598,59800.0,0.598
KR7368770004,파이버프로,2023-12-31,20.0,3345.0,2989,59780.0,0.5978
